07/05/2021,2217
08/05/2021,2091
09/05/2021,934
10/05/2021,1018
11/05/2021,2275
12/05/2021,2545
13/05/2021,2340
14/05/2021,2189
15/05/2021,2067
16/05/2021,971
17/05/2021,1039
18/05/2021,2517
19/05/2021,2478
20/05/2021,2534
21/05/2021,2136
22/05/2021,1764
23/05/2021,894
24/05/2021,841
25/05/2021,2198
26/05/2021,2399
27/05/2021,2130
28/05/2021,2418
29/05/2021,1971
30/05/2021,950
31/05/2021,874
01/06/2021,2346
02/06/2021,2394
03/06/2021,2078
04/06/2021,1184
05/06/2021,1661
06/06/2021,866
07/06/2021,1119
08/06/2021,2693
09/06/2021,2484
10/06/2021,2344
11/06/2021,2215
12/06/2021,2008
13/06/2021,1118
14/06/2021,928
15/06/2021,2760
16/06/2021,2673
17/06/2021,2335
18/06/2021,2449
19/06/2021,2247
20/06/2021,1050
21/06/2021,899
22/06/2021,2080
23/06/2021,2343
24/06/2021,2042
25/06/2021,1990
26/06/2021,1547
27/06/2021,725
28/06/2021,658
29/06/2021,1917
30/06/2021,2127
01/07/2021,1943
02/07/2021,1879
03/07/2021,1631
04/07/2021,776
05/07/2021,754
06/07/2021,1787
07/07/2021,1595
08/07/2021,1733
09/07/2021,1433
10/07/2021,1172
11/07/2021,597
12/07/2021,765
13/07/2021,1613
